---- AnyBody Output File ---------------------------------
Study: Main.MyStudy
Operation: Main.MyStudy.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.MyStudy.OutputData.UpdData = 13
Main.MyStudy.OutputData.FileName = "Output.txt"
Main.MyStudy.OutputData.NumberFormat.Digits = 15
Main.MyStudy.OutputData.NumberFormat.UpdFormat = 1
Main.MyStudy.OutputData.NumberFormat.Width = 23
Main.MyStudy.OutputData.NumberFormat.Style = ScientificNumber
Main.MyStudy.OutputData.NumberFormat.FormatStr = "%23.15e"
Main.MyStudy.OutputData.Values = 
Main.MyStudy.OutputData.Search = 
Main.MyStudy.OutputData.Format = 0
Main.MyStudy.OutputData.SepSign = " "
Main.MyStudy.OutputData.SepSpaceAutoOnOff = On
Main.MyStudy.OutputData.LineSepSign = ""
Main.MyStudy.OutputData.Header.TitleSectionOnOff = On
Main.MyStudy.OutputData.Header.ConstSectionOnOff = On
Main.MyStudy.OutputData.Header.ConstSectionSaveOptionsOnOff = On
Main.MyStudy.OutputData.Header.VarSectionOnOff = On
Main.MyStudy.OutputData.Header.ColumnNamesOnOff = On
Main.MyStudy.OutputData.Header.LinePrefix = ""
Main.MyStudy.OutputData.Header.ShortenNamesOnOff = Off
Main.MyStudy.OutputData.Header.ColumnIDString = "col"
Main.MyStudy.OutputData.ConstSectionSaveOptionsOnOff = On
Main.MyStudy.OutputData.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.MyStudy.t
col1  Main.MyStudy.OutputData.SegmentPos[0]
col2  Main.MyStudy.OutputData.SegmentPos[1]
col3  Main.MyStudy.OutputData.SegmentPos[2]
col4  Main.MyStudy.OutputData.SegmentV[0]
col5  Main.MyStudy.OutputData.SegmentV[1]
col6  Main.MyStudy.OutputData.SegmentV[2]
col7  Main.MyStudy.OutputData.MusclesActiv
col8  Main.MyStudy.OutputData.HipJointAngle
col9  Main.MyStudy.OutputData.KneeJointAngle
----------------------------------------------------------
Main.MyStudy.t Main.MyStudy.OutputData.SegmentPos[0] Main.MyStudy.OutputData.SegmentPos[1] Main.MyStudy.OutputData.SegmentPos[2] Main.MyStudy.OutputData.SegmentV[0] Main.MyStudy.OutputData.SegmentV[1] Main.MyStudy.OutputData.SegmentV[2] Main.MyStudy.OutputData.MusclesActiv Main.MyStudy.OutputData.HipJointAngle Main.MyStudy.OutputData.KneeJointAngle
1.818181818181818e-01 -2.997543663434744e-01 -9.751058354392640e-01 1.060000000000000e-01 1.770325728511557e+00 -5.885636726464796e-01 0.000000000000000e+00 2.099777883261463e-02 -3.542907884755503e-01 -3.542907885849629e-01
1.919191919191919e-01 -2.806651782143624e-01 -9.811989741121857e-01 1.060000000000000e-01 2.029496551450200e+00 -6.210786135524033e-01 0.000000000000000e+00 3.068097357345840e-02 -3.399565035294738e-01 -3.399565037185554e-01
2.020202020202020e-01 -2.584632374078171e-01 -9.876585953176751e-01 1.060000000000000e-01 2.372900950789199e+00 -6.548979580256030e-01 0.000000000000000e+00 3.465104776407723e-02 -3.234119437847057e-01 -3.234119441719768e-01
2.121212121212121e-01 -2.326196214791785e-01 -9.943484151524247e-01 1.060000000000000e-01 2.747803244823436e+00 -6.645938392338335e-01 0.000000000000000e+00 3.775474218364488e-02 -3.043046491741123e-01 -3.043046499697181e-01
2.222222222222222e-01 -2.029373420701257e-01 -1.000957393286165e+00 1.060000000000000e-01 3.126041147072843e+00 -6.364689204891912e-01 0.000000000000000e+00 3.824022237382675e-02 -2.825291529775688e-01 -2.825291545068961e-01
2.323232323232323e-01 -1.696474815837265e-01 -1.007034510009993e+00 1.060000000000000e-01 3.449703844436882e+00 -5.576458737551014e-01 0.000000000000000e+00 3.370002186685590e-02 -2.582815647145323e-01 -2.582815673324944e-01
2.424242424242424e-01 -1.337163769890151e-01 -1.012042580014139e+00 1.060000000000000e-01 3.633979047800443e+00 -4.260329187954641e-01 0.000000000000000e+00 2.271167807722359e-02 -2.322654614087574e-01 -2.322654651310388e-01
2.525252525252525e-01 -9.696091764074433e-02 -1.015526927172210e+00 1.060000000000000e-01 3.606125965225071e+00 -2.612448605644758e-01 0.000000000000000e+00 8.517215011568139e-03 -2.057627187318808e-01 -2.057627228156713e-01
2.626262626262627e-01 -6.146978674546263e-02 -1.017336170939402e+00 1.060000000000000e-01 3.396908260284159e+00 -1.003667381626657e-01 0.000000000000000e+00 5.029194867546337e-04 -1.802239769725449e-01 -1.802239803660603e-01
2.727272727272727e-01 -2.870902076508106e-02 -1.017657045385379e+00 1.060000000000000e-01 3.077556859892443e+00 3.065132103231216e-02 0.000000000000000e+00 2.362752872267952e-03 -1.566512262145865e-01 -1.566512284883937e-01
2.828282828282828e-01 5.751693993518991e-04 -1.016847437913574e+00 1.060000000000000e-01 2.719395165587986e+00 1.233500507250864e-01 0.000000000000000e+00 2.941262252218022e-03 -1.355476460607060e-01 -1.355476473684597e-01
2.929292929292929e-01 2.627294342331059e-02 -1.015280811356855e+00 1.060000000000000e-01 2.373549116678234e+00 1.818244435222796e-01 0.000000000000000e+00 2.734337307095914e-03 -1.169798024990729e-01 -1.169798031886502e-01
3.030303030303030e-01 4.865039510108717e-02 -1.013260197738217e+00 1.060000000000000e-01 2.064157744784042e+00 2.147318176134078e-01 0.000000000000000e+00 2.190139650045232e-03 -1.007576859326006e-01 -1.007576862836212e-01
3.131313131313131e-01 6.812778971941931e-02 -1.010999768838173e+00 1.060000000000000e-01 1.803607330430518e+00 2.310729235916921e-01 0.000000000000000e+00 1.054677754982850e-03 -8.658646196625076e-02 -8.658646214483583e-02
3.232323232323233e-01 8.534829780361947e-02 -1.008608671781794e+00 1.060000000000000e-01 1.616654473581149e+00 2.418866543579709e-01 0.000000000000000e+00 3.801426335557145e-04 -7.400970888644134e-02 -7.400970898476468e-02
3.333333333333333e-01 1.009591502855635e-01 -1.006119507829316e+00 1.060000000000000e-01 1.481162580714405e+00 2.507808490607647e-01 0.000000000000000e+00 2.831267526951892e-03 -6.256425446814988e-02 -6.256425452952355e-02
3.434343434343434e-01 1.153864479300009e-01 -1.003544353571323e+00 1.060000000000000e-01 1.380250252599362e+00 2.590762068141877e-01 0.000000000000000e+00 4.573801950914167e-03 -5.194460044606399e-02 -5.194460048826971e-02
3.535353535353535e-01 1.289265153263080e-01 -1.000884970705142e+00 1.060000000000000e-01 1.304262881104132e+00 2.675643122275994e-01 0.000000000000000e+00 5.902039122901594e-03 -4.193761716236396e-02 -4.193761719372115e-02
3.636363636363636e-01 1.417990470249252e-01 -9.981365021417379e-01 1.060000000000000e-01 1.247309201877736e+00 2.767950954305978e-01 0.000000000000000e+00 6.977631913498247e-03 -3.238445255019057e-02 -3.238445257505390e-02
3.737373737373738e-01 1.541760449912783e-01 -9.952891523492431e-01 1.060000000000000e-01 1.205653951010145e+00 2.872124141655270e-01 0.000000000000000e+00 7.898051439147086e-03 -2.315976178346178e-02 -2.315976180433470e-02
3.838383838383838e-01 1.661990425114496e-01 -9.923288480033454e-01 1.060000000000000e-01 1.176903089787394e+00 2.992292157911669e-01 0.000000000000000e+00 8.727706047002692e-03 -1.415929245132491e-02 -1.415929246978146e-02
3.939393939393939e-01 1.779902280524898e-01 -9.892372818606033e-01 1.060000000000000e-01 1.159567956377066e+00 3.132783628100025e-01 0.000000000000000e+00 9.513743616659723e-03 -5.291793182433550e-03 -5.291793199566444e-03
4.040404040404040e-01 1.896591380959424e-01 -9.859918161916648e-01 1.060000000000000e-01 1.151984040124754e+00 3.296123736067105e-01 0.000000000000000e+00 1.001343403698100e-02 3.525917680240524e-03 3.525917663583253e-03
4.141414141414141e-01 2.012656093554647e-01 -9.825777445196301e-01 1.060000000000000e-01 1.146053231726184e+00 3.463564320187651e-01 0.000000000000000e+00 1.009315996879250e-02 1.234071188223373e-02 1.234071186560400e-02
4.242424242424243e-01 2.128108421185966e-01 -9.789950751416571e-01 1.060000000000000e-01 1.139859130196099e+00 3.629939912459045e-01 0.000000000000000e+00 1.017015931990460e-02 2.115550608422530e-02 2.115550606759559e-02
4.343434343434344e-01 2.242921864495882e-01 -9.752449058155988e-01 1.060000000000000e-01 1.133403646911815e+00 3.795206992127953e-01 0.000000000000000e+00 1.024440848239855e-02 2.997030028621835e-02 2.997030026958864e-02
4.444444444444444e-01 2.357070120939013e-01 -9.713283780875158e-01 1.060000000000000e-01 1.126688767269837e+00 3.959322381433918e-01 0.000000000000000e+00 1.031588469753607e-02 3.878509448820976e-02 3.878509447158006e-02
4.545454545454545e-01 2.470527092227655e-01 -9.672466769387552e-01 1.060000000000000e-01 1.119716550070424e+00 4.122243258392334e-01 0.000000000000000e+00 1.038456606279599e-02 4.759988869019998e-02 4.759988867357022e-02
4.646464646464646e-01 2.583266891714258e-01 -9.630010304201692e-01 1.060000000000000e-01 1.112489126879923e+00 4.283927169467345e-01 0.000000000000000e+00 1.045043153865811e-02 5.641468289219077e-02 5.641468287556099e-02
4.747474747474748e-01 2.695263851708381e-01 -9.585927092735942e-01 1.060000000000000e-01 1.105008701371025e+00 4.444332042130400e-01 0.000000000000000e+00 1.051346095511718e-02 6.522947709418310e-02 6.522947707755340e-02
4.848484848484849e-01 2.806492530725874e-01 -9.540230265407030e-01 1.060000000000000e-01 1.097277548641203e+00 4.603416197300721e-01 0.000000000000000e+00 1.057363501792937e-02 7.404427129617461e-02 7.404427127954494e-02
4.949494949494950e-01 2.916927720668261e-01 -9.492933371593466e-01 1.060000000000000e-01 1.089298014509474e+00 4.761138361663910e-01 0.000000000000000e+00 1.063093531458515e-02 8.285906549816623e-02 8.285906548153647e-02
5.050505050505051e-01 3.026544453929861e-01 -9.444050375475256e-01 1.060000000000000e-01 1.081072514791769e+00 4.917457679864662e-01 0.000000000000000e+00 1.068534432000967e-02 9.167385970015773e-02 9.167385968352802e-02
5.151515151515151e-01 3.135318010430699e-01 -9.393595651751010e-01 1.060000000000000e-01 1.072603534555094e+00 5.072333726570051e-01 0.000000000000000e+00 1.073684540198717e-02 1.004886539021494e-01 1.004886538855198e-01
5.252525252525253e-01 3.243223924573029e-01 -9.341583981233940e-01 1.060000000000000e-01 1.063893627350728e+00 5.225726518399666e-01 0.000000000000000e+00 1.078542282630915e-02 1.093034481041427e-01 1.093034480875130e-01
5.353535353535354e-01 3.350237992119220e-01 -9.288030546328053e-01 1.060000000000000e-01 1.054945414426715e+00 5.377596525718701e-01 0.000000000000000e+00 1.083106176164242e-02 1.181182423061307e-01 1.181182422895009e-01
5.454545454545454e-01 3.456336276989492e-01 -9.232950926385750e-01 1.060000000000000e-01 1.045761583919822e+00 5.527904684291194e-01 0.000000000000000e+00 1.087374828411883e-02 1.269330365081240e-01 1.269330364914943e-01
5.555555555555556e-01 3.561495117976236e-01 -9.176361092948793e-01 1.060000000000000e-01 1.036344890027345e+00 5.676612406788145e-01 0.000000000000000e+00 1.091346938164174e-02 1.357478307101137e-01 1.357478306934840e-01
5.656565656565656e-01 3.665691135374564e-01 -9.118277404873333e-01 1.060000000000000e-01 1.026698152158856e+00 5.823681594149379e-01 0.000000000000000e+00 1.095021295791112e-02 1.445626249121073e-01 1.445626248954775e-01
5.757575757575758e-01 3.768901237525376e-01 -9.058716603341362e-01 1.060000000000000e-01 1.016824254068311e+00 5.969074646793141e-01 0.000000000000000e+00 1.098396783616281e-02 1.533774191140987e-01 1.533774190974691e-01
5.858585858585859e-01 3.871102627270375e-01 -8.997695806759363e-01 1.060000000000000e-01 1.006726142966668e+00 6.112754475672211e-01 0.000000000000000e+00 1.101472376262406e-02 1.621922133160884e-01 1.621922132994587e-01
5.959595959595959e-01 3.972272808316204e-01 -8.935232505546241e-01 1.060000000000000e-01 9.964068286153491e-01 6.254684513171578e-01 0.000000000000000e+00 1.104247140968125e-02 1.710070075180798e-01 1.710070075014501e-01
6.060606060606061e-01 4.072367644864597e-01 -8.871358792420853e-01 1.060000000000000e-01 9.847853684740032e-01 6.387751428019146e-01 0.000000000000000e+00 1.080814409068028e-02 1.798198590657024e-01 1.798198590490909e-01
6.161616161616161e-01 4.171019457581101e-01 -8.806325955912516e-01 1.060000000000000e-01 9.675210069998468e-01 6.481388526761674e-01 0.000000000000000e+00 1.038739569888968e-02 1.885997574392155e-01 1.885997574229126e-01
6.262626262626263e-01 4.267629134008213e-01 -8.740575860781420e-01 1.060000000000000e-01 9.443970206672273e-01 6.529231670090576e-01 0.000000000000000e+00 9.950463903265301e-03 1.972933156185391e-01 1.972933156030216e-01
6.363636363636364e-01 4.361618785850271e-01 -8.674586991393873e-01 1.060000000000000e-01 9.156909682823352e-01 6.528165303810922e-01 0.000000000000000e+00 9.497897985336234e-03 2.058465709822930e-01 2.058465709679884e-01
6.464646464646465e-01 4.452438617762153e-01 -8.608868123063769e-01 1.060000000000000e-01 8.816805858685575e-01 6.475314630218887e-01 0.000000000000000e+00 9.030592062747336e-03 2.142055609091066e-01 2.142055608963541e-01
6.565656565656566e-01 4.539566651527901e-01 -8.543955679137728e-01 1.060000000000000e-01 8.426379022508526e-01 6.368086521715501e-01 0.000000000000000e+00 8.549782164112788e-03 2.223163227775835e-01 2.223163227666149e-01
6.666666666666666e-01 4.622507836266636e-01 -8.480410700860007e-01 1.060000000000000e-01 7.988229793107819e-01 6.204205316218248e-01 0.000000000000000e+00 8.057041857954991e-03 2.301248939663572e-01 2.301248939572853e-01
6.767676767676768e-01 4.700792510664328e-01 -8.418815480179483e-01 1.060000000000000e-01 7.504773554956927e-01 5.981743832902690e-01 0.000000000000000e+00 7.554276458744345e-03 2.375773118540379e-01 2.375773118468552e-01
6.868686868686869e-01 4.773974191474761e-01 -8.359769901194747e-01 1.060000000000000e-01 6.978172768385358e-01 5.699150154757313e-01 0.000000000000000e+00 7.043715845587936e-03 2.446196138192450e-01 2.446196138138322e-01
6.969696969696970e-01 4.841626671251381e-01 -8.303887529340072e-01 1.060000000000000e-01 6.410268036592317e-01 5.355270937972967e-01 0.000000000000000e+00 6.527905937703494e-03 2.511978372406056e-01 2.511978372367564e-01
7.070707070707071e-01 4.902771671091060e-01 -8.252276556115714e-01 1.060000000000000e-01 5.562073020540511e-01 4.743375636749116e-01 0.000000000000000e+00 7.816828115301752e-04 2.572019037441029e-01 2.572019037416646e-01
7.171717171717171e-01 4.950712279533416e-01 -8.211058903760684e-01 1.060000000000000e-01 3.772308148240187e-01 3.269734397814911e-01 0.000000000000000e+00 2.169484475772778e-03 2.619497671175982e-01 2.619497671168443e-01
7.272727272727273e-01 4.975942858140840e-01 -8.189095630735936e-01 1.060000000000000e-01 1.080666706797084e-01 9.447683648272187e-02 0.000000000000000e+00 4.343144350060450e-03 2.644631835220374e-01 2.644631835220061e-01
7.373737373737373e-01 4.969811336693672e-01 -8.194455824637068e-01 1.060000000000000e-01 -2.423728678320328e-01 -2.114512006097032e-01 0.000000000000000e+00 6.124698405067593e-03 2.638512159026591e-01 2.638512160172574e-01
7.474747474747475e-01 4.924495110468369e-01 -8.233682431186966e-01 1.060000000000000e-01 -6.666615158022212e-01 -5.727276795099123e-01 0.000000000000000e+00 7.390449288775704e-03 2.593488378661013e-01 2.593488378666955e-01
7.575757575757576e-01 4.832812311010988e-01 -8.311240343280297e-01 1.060000000000000e-01 -1.159873626858235e+00 -9.661194942118284e-01 0.000000000000000e+00 8.058106771355430e-03 2.503369656109887e-01 2.503369656295619e-01
7.676767676767676e-01 4.687941846336501e-01 -8.429036405355628e-01 1.060000000000000e-01 -1.719527091638037e+00 -1.364733089685576e+00 0.000000000000000e+00 8.091052819704547e-03 2.363483339414186e-01 2.363483341087717e-01
7.777777777777778e-01 4.483230190127296e-01 -8.586139405195957e-01 1.060000000000000e-01 -2.344603509071221e+00 -1.739414064060507e+00 0.000000000000000e+00 7.495301302880600e-03 2.170614720603232e-01 2.170614728939831e-01
7.878787878787878e-01 4.212118084975073e-01 -8.778608547238772e-01 1.060000000000000e-01 -3.033957532056420e+00 -2.059897031093501e+00 0.000000000000000e+00 6.311731916038334e-03 1.922862489802734e-01 1.922862518954750e-01
7.979797979797980e-01 3.868246081871561e-01 -8.999429443116761e-01 1.060000000000000e-01 -3.784464404080031e+00 -2.295732410741993e+00 0.000000000000000e+00 4.606409726649060e-03 1.619446415440759e-01 1.619446495728888e-01
8.080808080808081e-01 3.445747613211301e-01 -9.238537989090888e-01 1.060000000000000e-01 -4.589202252296293e+00 -2.417127363956022e+00 0.000000000000000e+00 2.461117133161854e-03 1.260498478718141e-01 1.260498664701427e-01
8.181818181818182e-01 2.944005663874812e-01 -9.481039017060071e-01 1.060000000000000e-01 -5.305045816308849e+00 -2.341869987675677e+00 0.000000000000000e+00 1.588134582367665e-02 8.503037866214920e-02 8.503041489692714e-02
8.282828282828283e-01 2.382339476984228e-01 -9.704356940712144e-01 1.060000000000000e-01 -5.774852978747947e+00 -2.050740917174569e+00 0.000000000000000e+00 3.483269885913631e-02 4.074368160544637e-02 4.074373475265854e-02
8.383838383838383e-01 1.785391743736475e-01 -9.890887692932802e-01 1.060000000000000e-01 -6.007106875512769e+00 -1.627410380706687e+00 0.000000000000000e+00 4.789232027875295e-02 -4.877938214719750e-03 -4.877938214684316e-03
8.484848484848485e-01 1.175794612256768e-01 -1.003129636715197e+00 1.060000000000000e-01 -6.031488425496543e+00 -1.149088365874384e+00 0.000000000000000e+00 5.563306524272674e-02 -5.032657268885294e-02 -5.032657268881870e-02
8.585858585858586e-01 5.725333545030577e-02 -1.012319615568440e+00 1.060000000000000e-01 -5.888876460159718e+00 -6.751028410441521e-01 0.000000000000000e+00 5.915825916144980e-02 -9.450486677558072e-02 -9.450481430491674e-02
8.686868686868687e-01 -9.711993355996651e-04 -1.016916119678187e+00 1.060000000000000e-01 -5.622402641826003e+00 -2.444939145899978e-01 0.000000000000000e+00 5.964360444352642e-02 -1.366632512930484e-01 -1.366632097263342e-01
8.787878787878788e-01 -5.604716397558027e-02 -1.017478648232877e+00 1.060000000000000e-01 -5.271542483340160e+00 1.212811906122909e-01 0.000000000000000e+00 5.810664177396490e-02 -1.763231986724797e-01 -1.763231680411503e-01
8.888888888888888e-01 -1.072945704874690e-01 -1.014713516652185e+00 1.060000000000000e-01 -4.869228596052244e+00 4.138282202278272e-01 0.000000000000000e+00 5.533552634695523e-02 -2.132058822198692e-01 -2.132058609094608e-01
8.989898989898990e-01 -1.543293128419911e-01 -1.009364754836068e+00 1.060000000000000e-01 -4.441119178157185e+00 6.334002289743804e-01 0.000000000000000e+00 5.189852231197469e-02 -2.471737578259596e-01 -2.471737437042319e-01
9.090909090909091e-01 -1.969915043240073e-01 -1.002145482325374e+00 1.060000000000000e-01 -4.006096780314712e+00 7.853614933211631e-01 0.000000000000000e+00 4.818433023589427e-02 -2.781860480986235e-01 -2.781860391393299e-01
9.191919191919192e-01 -2.352820694240221e-01 -9.936998348873536e-01 1.060000000000000e-01 -3.577313881585972e+00 8.776649814521807e-01 0.000000000000000e+00 4.444696628182542e-02 -3.062662821948756e-01 -3.062662767415814e-01
9.292929292929293e-01 -2.693108162548926e-01 -9.845858063748151e-01 1.060000000000000e-01 -3.163370693191972e+00 9.191994136441850e-01 0.000000000000000e+00 4.084459665047636e-02 -3.314792960248159e-01 -3.314792928419209e-01
9.393939393939394e-01 -2.992561140001473e-01 -9.752713101430167e-01 1.060000000000000e-01 -2.769412270170341e+00 9.187882459277752e-01 0.000000000000000e+00 3.746961758642885e-02 -3.539152583678184e-01 -3.539152565917552e-01
9.494949494949495e-01 -3.253348421799460e-01 -9.661379260133264e-01 1.060000000000000e-01 -2.398057858558844e+00 8.846386725368505e-01 0.000000000000000e+00 3.437057874178735e-02 -3.736787475618962e-01 -3.736787466198264e-01
9.595959595959596e-01 -3.477807852563896e-01 -9.574886247079682e-01 1.060000000000000e-01 -2.050144254961906e+00 8.240827014443837e-01 0.000000000000000e+00 3.156757359683735e-02 -3.908813866607434e-01 -3.908813861900207e-01
9.696969696969697e-01 -3.668296505366752e-01 -9.495571247777145e-01 1.060000000000000e-01 -1.725297762544990e+00 7.434973979976036e-01 0.000000000000000e+00 2.906277347946216e-02 -4.056369539154946e-01 -4.056369536969250e-01
9.797979797979798e-01 -3.827091095132313e-01 -9.425174835036478e-01 1.060000000000000e-01 -1.422361761015170e+00 6.483281685661839e-01 0.000000000000000e+00 2.684750163062020e-02 -4.180582001955065e-01 -4.180582001031113e-01
9.898989898989899e-01 -3.956325517562693e-01 -9.364931478009120e-01 1.060000000000000e-01 -1.139708916289632e+00 5.431659976881014e-01 0.000000000000000e+00 2.490690606810272e-02 -4.282548357386747e-01 -4.282548357042300e-01
1.000000000000000e+00 -4.057955224067989e-01 -9.315650863794076e-01 1.060000000000000e-01 -8.754643738239827e-01 4.318482539229456e-01 0.000000000000000e+00 2.322299466644433e-02 -4.363323129980149e-01 -4.363323129872690e-01
